"geometry_text","geometry","path_id","image_point_id","order_id","safety_avg","attractiveness_avg","business_avg","safety_stddev","attractiveness_stddev","safety_attr_diff","safety_max_diff","attr_max_diff","attractiveness_reason","safety_reason","rating_count","male_ratings","female_ratings","male_safety_avg","female_safety_avg","age_19_39_safety_avg","age_40_59_safety_avg","age_60_plus_safety_avg","age_19_39_safety_count","age_40_59_safety_count","age_60_plus_safety_count"
"POINT(974710.031 6473089.943)","0101000020110F0000643BDF0FECBE2D41AC1C5A7C60B15841",13,1870,18,3.5,3.0,2.88,0.76,0.93,0.50,2,3,"nice colours|a residential area, no place for shops|Beautiful Buildings and Greenary|area is too rural, road is too narrow|Less attractive ","houses|kind of fast traffic |CrossWalk, Slope|area is too rural, road is too narrow|Country side;residential",8,4,4,3.00,4.00,3.50,NULL,NULL,8,0,0
"POINT(974586.606 6473084.876)","0101000020110F0000CBA14536F5BD2D414E6210385FB15841",13,1866,22,4.0,2.8,2.38,0.93,0.89,1.25,2,3,"area is too rural, road is too narrow|a residential area, no place for shops|it neither attractive nor unattractive|ugly|ugly|Nice Residential area, Calm","area is too rural, road is too narrow|slow traffic, narrow street|wide and clen street|road signs, parking spot|Country side;residential|Country side;residential|Slope, Narrow Road",8,5,3,3.60,4.67,4.00,NULL,NULL,8,0,0
"POINT(974555.413 6473083.818)","0101000020110F00006ABC74D3B6BD2D41AC1C5AF45EB15841",13,1865,23,4.0,3.0,2.75,1.15,1.63,1.00,2,4,"a residential area, no place for shops|House; people","slow traffic, narrow street|House; neighbourhood; people",4,3,1,3.67,5.00,4.00,NULL,NULL,4,0,0
"POINT(974332.326 6473183.794)","0101000020110F0000D578E9A6F8BB2D4160E5D0F277B15841",13,1890,35,4.0,3.8,4.00,0.53,0.46,0.25,2,1,"nice place to live|old houses and lots of commercial points|Other businesses|pupolated; variated|nice houses; shops","quiet place|residential place|Really open with a route |populated; nice|speed limit",8,4,4,4.00,4.00,3.86,5.00,NULL,7,1,0
"POINT(974332.126 6473173.664)","0101000020110F00006F128340F8BB2D41DBF97E6A75B15841",13,1886,34,4.0,3.6,3.88,0.93,0.92,0.37,2,2,"New Area|narrow street and buildings|i like the colors of the buildings|it's good for some kind of shops| crossroads|close to intersection","small village; calm|Cross walk|narrow street|looks peaceful|kind of fast traffic, crossroads| crossroads|road signs, traffic lights, zebra crossing|close to intersection",8,4,4,3.75,4.25,4.00,NULL,NULL,8,0,0
"POINT(974430.959 6473078.999)","0101000020110F00004A0C02EBBDBC2D41B29DEFBF5DB15841",13,1861,27,4.0,2.8,2.50,1.15,1.26,1.25,2,3,"a residential area, no place for shops","slow traffic, narrow street|Houses; pavement ",4,3,1,3.67,5.00,4.00,NULL,NULL,4,0,0
"POINT(974399.708 6473078.751)","0101000020110F0000DBF97E6A7FBC2D414E6210B05DB15841",13,1860,28,3.8,2.8,2.00,0.96,1.26,1.00,2,3,"a residential area, no place for shops|area is too rural, road is too narrow|Beautiful Houses, Calm","slow traffic, narrow street|area is too rural, road is too narrow|Narrow Roads",4,3,0,3.67,NULL,3.75,NULL,NULL,4,0,0
"POINT(974368.453 6473077.746)","0101000020110F0000B29DEFE740BC2D41C976BE6F5DB15841",13,1859,29,3.3,2.3,2.00,0.50,0.96,1.00,1,2,"a residential area, no place for shops|Similar ordinary housing, no green spaces","Quiet",4,4,0,3.25,NULL,3.33,NULL,3.00,3,0,1
"POINT(974335.849 6473079.777)","0101000020110F0000C520B0B2FFBB2D41355EBAF15DB15841",13,1883,31,3.5,2.3,2.17,1.05,1.21,1.17,3,3,"organized|small; unattractive|a residential area, no place for shops","a lot of habitation and road signs|slow traffic, narrow street",6,3,2,3.67,3.00,3.50,NULL,NULL,6,0,0
"POINT(974339.111 6473071.28)","0101000020110F0000F4FDD43806BC2D411F85EBD15BB15841",13,1858,30,2.6,2.2,2.00,0.89,0.84,0.40,2,2,"its just there|a residential area, no place for shops|Ordinary Street|area is too rural, road is too narrow|scaffolding ","no clear road signs, shape bend|slow traffic, narrow street|Sharp Turns, Narrow Roads|area is too rural, road is too narrow|lots of parked cars, scaffolding up ",5,3,2,3.00,2.00,2.60,NULL,NULL,5,0,0
"POINT(974461.668 6473078.099)","0101000020110F000093180456FBBC2D41190456865DB15841",13,1862,26,4.3,3.0,2.22,1.00,1.12,1.33,2,4,"bland|Same reasons|a residential area, no place for shops|Same reasons|residential; greenery|Residential, Greenary|area is too rural, road is too narrow","neighborhood|Same reasons |Same reasons |slow traffic, narrow street|Same reasons |small city|Narrow Roads|purely residential|area is too rural, road is too narrow",9,5,4,3.80,5.00,4.33,NULL,NULL,9,0,0
"POINT(974493.028 6473080.337)","0101000020110F00001904560E3ABD2D41736891155EB15841",13,1863,25,4.2,3.3,2.33,0.98,0.82,0.84,2,2,"more greenery|Trees; nice architecture; lots of sky","Country side;residential|quiet neighborhood; little traffic; nice houses|It looks like the sort of place where I would feel comfortable.|slow traffic, narrow street",6,3,3,3.67,4.67,4.20,4.00,NULL,5,1,0
"POINT(974524.263 6473081.587)","0101000020110F00009EEFA78678BD2D41736891655EB15841",13,1864,24,4.0,3.7,2.67,0.89,1.03,0.33,2,3,"Calm, Residential, Greenary|era near a park |a residential area, no place for shops|area is too rural, road is too narrow|nice scenery","Narrow Road|it could be a crowded place |slow traffic, narrow street|area is too rural, road is too narrow|Country side;residential|a lot of habitation and road signs",6,3,2,3.67,4.50,4.00,NULL,NULL,6,0,0
"POINT(975162.3 6473126.652)","0101000020110F00009A99999974C22D41355EBAA969B15841",13,1899,3,3.9,2.8,2.00,0.64,0.89,1.13,2,3,"a residential area, no place for shops","Country side;residential",8,3,4,3.67,4.00,3.86,NULL,NULL,7,0,0
"POINT(975100.361 6473130.25)","0101000020110F0000F4FDD4B8F8C12D41000000906AB15841",13,1897,5,3.9,3.2,2.00,0.94,1.25,0.73,3,4,"a residential area, no place for shops|residential; greenery|nature; houses; calm|Road; dirt; houses|roads are rough","residential; large streets|calm; peaceful;|Road|a lot of habitation and road signs|Country side;residential",11,6,4,3.83,4.00,3.91,NULL,NULL,11,0,0
"POINT(975131.372 6473130.154)","0101000020110F0000B4C876BE36C22D41D122DB896AB15841",13,1898,4,4.3,3.2,2.60,0.82,1.03,1.10,2,4,"area is too rural |Residential Area|Country side;residential;charmless|Not well mantained|distinct aesthetics |a residential area, no place for shops|Small buildings; many plants; neat gardens","Plenty of space for traffic. No evidence of antisocial behaviour.|area is too rural |clean;tidy;quiet|Cross walk |Country side;residential|Road crossing|houses|kind of fast traffic ",10,5,4,4.00,4.75,4.22,5.00,NULL,9,1,0
"POINT(975193.209 6473122.933)","0101000020110F00004A0C026BB2C22D41A245B6BB68B15841",13,1900,2,4.0,3.3,2.00,0.76,1.16,0.75,2,4,"Country side;residential|area is too rural |No major development|It is usual residential place nothing special|a residential area, no place for shops|Immaculate detached houses and gardens, clean, no graffiti. |road needs resurfacing and not much character to the houses","Country side;residential|area is too rural |Silent neighnorhood|Look like Residential Area|kind of slow traffic|It is a residential area, quiet streets, with no gangs of people hanging around.|paths are small and the hedges are thick",8,4,4,3.75,4.25,4.00,NULL,NULL,8,0,0
"POINT(975223.983 6473119.511)","0101000020110F0000A8C64BF7EFC22D415839B4E067B15841",13,1901,1,3.9,3.4,1.78,0.64,0.92,0.55,2,4,"a residential area, no place for shops|quiet place to live","Country side;residential|weel-kept;low traffic|nice neighbourghood",18,10,8,3.90,4.00,3.86,4.33,4.00,14,3,1
"POINT(974987.369 6473125.981)","0101000020110F00006891EDBC16C12D4139B4C87E69B15841",13,1879,9,4.0,2.9,2.57,0.58,0.90,1.14,2,3,"no thing interessting but not unattractive either |Ordinary Road with Residential area|a residential area, no place for shops|big; trees; familiar|trees and buildings look okay visually","neighborhood era |Residential|nice; quiet; populated|Country side;residential|buildings close together",7,4,3,3.75,4.33,4.00,NULL,NULL,7,0,0
"POINT(975018.217 6473129.422)","0101000020110F0000BE9F1A6F54C12D414A0C025B6AB15841",13,1880,8,4.0,3.0,2.43,1.00,1.00,1.00,2,3,"Country side;residential; charmless|The architecture is OK. Nice to have trees. Nice open area.|a residential area, no place for shops|area is too rural ","Country side;residential|Wide open streets. Feels like a nice area.|Littles appartments and houses |slow traffic, narrow street|area is too rural ",7,4,3,3.25,5.00,3.83,5.00,NULL,6,1,0
"POINT(975077.872 6473134.174)","0101000020110F0000B4C876BECBC12D41E5D0228B6BB15841",13,1882,6,3.7,3.0,2.44,0.87,1.12,0.67,2,4,"beatiful bench under the tree|Similar to Highway |its not an ideal place for business|area is too rural |Country side;residential; charmless|a residential area, no place for shops","nothing looks suspecious|Multiple Roads Merging|its a street way|clean and wide street|area is too rural |Country side;residential|slow traffic, narrow street",9,5,4,3.80,3.50,3.67,NULL,NULL,9,0,0
"POINT(975049.181 6473132.057)","0101000020110F00003108AC5C92C12D4154E3A5036BB15841",13,1881,7,4.0,3.0,1.67,0.89,1.10,1.00,2,3,"green; nice housing|a residential area, no place for shops|Attractive housing and trees","clean residential area|Country side;residential|Not too busy, residential area",6,4,1,3.50,5.00,3.75,NULL,4.00,4,0,1
"POINT(974956.451 6473122.715)","0101000020110F0000D578E9E6D8C02D415C8FC2AD68B15841",13,1878,10,4.1,3.4,2.57,0.90,1.40,0.71,2,4,"area is too rural |road is good|Ordinary|nature; calm; houses|a residential area, no place for shops|Country side;residential; charmless","area is too rural |a lot of habitation and road signs|Houses are only on one side|calm; peaceful|slow traffic, narrow street|Country side;residential",7,4,2,3.75,4.50,4.14,NULL,NULL,7,0,0
"POINT(974925.483 6473119.151)","0101000020110F0000A8C64BF79AC02D41E7FBA9C967B15841",13,1877,11,3.4,2.8,2.25,0.92,1.04,0.63,3,3,"a residential area, no place for shops|Road; no attractions|nice trees all around but a bit dull","Country side;residential|Road|busy suburb, looks cozy",8,5,3,3.00,4.00,3.38,NULL,NULL,8,0,0
"POINT(974894.866 6473113.453)","0101000020110F00001D5A64BB5DC02D41B6F3FD5C66B15841",13,1876,12,3.4,2.8,2.00,0.89,1.10,0.60,2,3,"Greener|Some plants; cramped path|a residential area, no place for shops|Lots of Greenary|area is too rural, road is too narrow","Country side;residential|Long pathway; narrow path; no houses|kind of fast traffic |Narrow Road|area is too rural, road is too narrow",5,3,2,3.00,4.00,3.40,NULL,NULL,5,0,0
"POINT(974864.477 6473106.637)","0101000020110F0000105839F420C02D41A69BC4A864B15841",13,1875,13,3.4,2.7,1.43,1.62,0.95,0.72,4,3,"a residential area, no place for shops|bridge","Because the neigbourhood looks quiet, country looking, therefore these are the safest|narrow|Country side;residential|Road not too busy.",7,4,3,2.25,5.00,3.17,5.00,NULL,6,1,0
"POINT(963571.947 6474284.878)","0101000020110F00001B2FDDE4E7672D41E92631388BB25841",25,2322,42,3.5,2.9,3.33,1.17,1.16,0.58,4,4,"nice buildings|nice buildings|Not maintained.|I don't like the buildings|Well, at least there's a pub.|road|Interesting buildings; well-maintained.|commodities; familiar|a lotof people, quiet streets, other shops nearby|Traditional German building, perfect for restaurant business","quiet;residential;clean|nice area|lots of buildings|Narrow area with less access to quick emergency services.|main streets are quite safe|Why don't you ask me about the business thing for once?|open|Bus stop; pavements; lampposts; businesses.|calm|a lot of people; clean roads, bright area|Road signs, less cars",12,2,9,2.50,3.67,3.44,3.50,NULL,9,2,0
"POINT(963559.164 6474256.46)","0101000020110F0000D9CEF753CE672D41D7A3701D84B25841",25,2323,43,3.3,3.0,3.48,0.72,0.92,0.24,2,4,"Other businesses : perfect for restaurant|at least theres a bus stop|Shops|Nice building|shops; houses|Poorly maitained.|Poor maintenance|Poor maintenance|medium|some okay buildings","Road signs|less residential, probably empty at night|Oppenness|cramped; shops|Area is narrow but with some open areas.|Narrow area. But with some open area.|Narrow area.|openness|busy street",21,10,9,3.30,3.22,3.35,2.50,NULL,17,2,0
"POINT(963730.892 6474483.43)","0101000020110F00005839B4C825692D41B81E85DBBCB25841",25,2274,34,3.2,3.0,3.21,0.80,0.55,0.21,2,2,"Graffitti vandalism, not neat|Scaffolding; graffitti.|road|neutral|open and bright|ugly buildings|No trees.|Not really well maintained.|not the cleanest and intersetion|neutral","Road signs|Graffitti; big road; pavement.|homes|crossing but small roads|open|wide|Busy street, houses seem nice.|Due to some mixed activities. |tags|crossing but small roads",14,5,9,3.20,3.22,3.10,3.50,NULL,10,4,0
"POINT(963584.286 6474313.543)","0101000020110F00008D976E9200682D411283C06292B25841",25,2321,41,3.1,2.7,2.44,1.05,1.00,0.44,3,3,"color of buildings looks pretty|Poor maintenance and the area is narrow|ugly buildings; cramped|Nothing to look at, other than trees","peaceful looking|Narrow area|narrow; traffic|Graffiti and narrow street, bars on windows",9,2,7,2.00,3.43,3.13,3.00,NULL,8,1,0
"POINT(963592.985 6474343.491)","0101000020110F000085EB51F811682D41448B6CDF99B25841",25,2320,40,3.4,3.0,2.13,1.06,1.07,0.38,3,3,"Nature; leaves; nice colours.|nice plants and buildings|cute|not nice |The tree makes the neighborhood unattractive: can we replace it with a restaurant|Narrow and poor maintenance","Children sign on road; traffic crossing; pavements; residential. |busy area|homes|bit creepy|That tree does not look safe|Narrow area.",8,2,5,2.50,3.60,3.00,4.00,NULL,5,2,0
"POINT(963602.54 6474373.027)","0101000020110F000048E17A1425682D41355EBA41A1B25841",25,2319,39,3.1,2.9,2.29,1.07,0.90,0.28,3,3,"noise;","construction;noise;narrow road;|people around",7,1,6,3.00,3.17,3.33,2.00,NULL,6,1,0
"POINT(963622.531 6474406.76)","0101000020110F0000643BDF0F4D682D410AD7A3B0A9B25841",25,2313,38,3.6,3.1,2.29,0.79,0.69,0.43,2,2,"not very pretty|ugly|nice buildings|Well-maintained; residential; nature.|Dark area.|crossing sign means there is a school nearby . attractive for parents","nice area|open|open|Pavements; residential; no vandalism.|Narrow and dark.|There is a blind spot sign and crossing signs",7,2,5,3.50,3.60,3.40,4.00,NULL,5,2,0
"POINT(963664.442 6474452.068)","0101000020110F0000F2D24DE2A0682D41AC1C5A04B5B25841",25,2315,36,3.9,3.1,2.86,1.07,1.07,0.72,3,3,"Business; well-maintained.|ugly; road|Not well maintained.|Looks neat|not nicest buildings|ugly","Peaceful; residential; open; pavements.|open; road|Seems to have mixed occupancy. e.g. household and business.|Silent neighborhood|open|wide and well lit",7,2,5,3.50,4.00,3.83,4.00,NULL,6,1,0
"POINT(963693.225 6474463.743)","0101000020110F000033333373DA682D41DF4F8DEFB7B25841",25,2316,35,3.9,3.6,3.40,0.52,0.83,0.27,2,3,"No rubbish, no graffiti|greenness|nice buildings, not crowded|nice housing;no grass |pretty|cozy;clean;character","It seems like a good neighbourhood|openness|low traffic, safe neighborhood|residential ; affluent|bright|shops;greenery;well-kept",15,4,10,3.75,3.90,3.80,4.00,NULL,10,4,0
"POINT(963641.014 6474431.884)","0101000020110F00000C022B0772682D41BC7493F8AFB25841",25,2314,37,3.7,3.0,2.71,0.95,0.82,0.71,3,2,"quiet","quiet; good visibility|Childs crossing shows busy area near a school and houses",7,2,5,3.50,3.80,3.67,4.00,NULL,6,1,0
"POINT(963700.065 6474602.194)","0101000020110F000014AE4721E8682D41FA7E6A8CDAB25841",25,2278,30,3.8,2.6,2.38,0.89,0.74,1.12,3,2,"Crane; construction site; portaloo; building materials.|road|Maintained area.|nice houses|Construction works can be loud|not attractive at all","Pavements; spacious; wide roads.|residential|House hold area.|open|Construction works|nice wide streets|people are working on the house which means these guys are in a way garding this place",8,2,6,4.50,3.50,3.71,4.00,NULL,7,1,0
